NO,RSSI1,RSSI2,RSSI3,RSSI4,RSSI5,RSSI6,TARGET
2009,-80,-79,-66,-72,-74,-70,53
2010,-71,-70,-66,-77,-75,-71,53
2011,-79,-74,-66,-76,-75,-71,53
2012,-79,-74,-66,-76,-77,-63,53
2013,-82,-72,-66,-76,-75,-70,53
2014,-80,-72,-65,-76,-75,-70,53
2015,-77,-71,-65,-76,-76,-71,53
2016,-78,-73,-66,-75,-74,-69,53
2017,-84,-71,-65,-75,-76,-70,53
2018,-79,-72,-63,-76,-75,-70,53
2019,-80,-73,-65,-75,-76,-69,53
2020,-79,-72,-65,-75,-75,-70,53
2021,-75,-73,-66,-75,-74,-70,53
2022,-79,-76,-65,-76,-74,-69,53
2023,-78,-75,-66,-76,-74,-68,53
2024,-78,-78,-66,-76,-75,-70,53
2025,-77,-76,-67,-75,-73,-68,53
2026,-78,-76,-66,-75,-74,-67,53
2027,-72,-77,-66,-75,-75,-66,53
2028,-75,-77,-67,-76,-74,-69,53
2029,-76,-78,-66,-76,-74,-68,53
2030,-74,-79,-66,-76,-75,-67,53
2031,-79,-75,-66,-76,-74,-67,53
2032,-73,-75,-66,-75,-75,-68,53
2033,-79,-77,-67,-75,-74,-67,53
2034,-80,-80,-67,-76,-74,-69,53
2035,-77,-75,-69,-73,-75,-67,53
2036,-77,-76,-66,-75,-75,-68,53
2037,-79,-78,-66,-74,-75,-68,53
2038,-79,-76,-66,-73,-74,-68,53
2039,-72,-71,-64,-73,-76,-66,53
2040,-80,-73,-66,-74,-75,-68,53
2041,-75,-71,-64,-71,-75,-62,53
2042,-75,-74,-67,-75,-75,-68,53
2043,-79,-75,-67,-75,-75,-67,53
2044,-76,-76,-64,-74,-75,-68,53
2045,-78,-71,-66,-75,-74,-67,53
2046,-77,-74,-66,-75,-75,-68,53
2047,-79,-74,-66,-74,-75,-67,53
2048,-80,-76,-66,-74,-75,-67,53
2049,-80,-81,-67,-74,-74,-67,53
2050,-79,-80,-67,-74,-74,-67,53
2051,-76,-77,-66,-74,-74,-67,53
2052,-79,-75,-66,-74,-74,-67,53
2053,-73,-75,-67,-70,-75,-68,53
2054,-80,-76,-63,-74,-74,-66,53
2055,-79,-74,-65,-74,-75,-67,53
2056,-78,-77,-66,-73,-75,-68,53
2057,-78,-75,-67,-74,-75,-67,53
2058,-75,-72,-65,-71,-75,-65,53
2059,-79,-72,-66,-74,-75,-67,53
2060,-76,-76,-66,-74,-75,-68,53
2061,-79,-71,-67,-73,-74,-68,53
2062,-79,-74,-67,-73,-75,-67,53
2063,-78,-73,-67,-74,-76,-67,53
2064,-79,-74,-66,-74,-74,-68,53
2065,-78,-74,-66,-73,-75,-67,53
2066,-80,-76,-66,-73,-74,-67,53
2067,-77,-76,-68,-73,-74,-67,53
2068,-75,-70,-64,-71,-75,-64,53
2069,-80,-74,-67,-73,-75,-68,53
2070,-76,-73,-67,-74,-75,-67,53
2071,-81,-74,-66,-73,-75,-67,53
2072,-79,-74,-66,-73,-75,-67,53
2073,-78,-75,-66,-73,-75,-68,53
2074,-79,-74,-66,-73,-74,-67,53
2075,-78,-77,-67,-73,-75,-67,53
2076,-80,-78,-68,-73,-75,-66,53
2077,-80,-77,-67,-74,-75,-66,53
2078,-76,-78,-68,-73,-75,-66,53
2079,-75,-75,-66,-72,-74,-67,53
2080,-81,-71,-65,-71,-75,-66,53
2081,-80,-75,-67,-73,-75,-68,53
2082,-79,-80,-67,-74,-75,-67,53
2083,-81,-78,-68,-73,-75,-67,53
2084,-76,-79,-69,-73,-74,-65,53
2085,-78,-81,-68,-73,-74,-65,53
2086,-77,-77,-67,-74,-74,-67,53
2087,-77,-81,-67,-73,-74,-67,53
2088,-76,-82,-67,-74,-75,-67,53
2089,-78,-79,-68,-73,-74,-66,53
2090,-74,-68,-67,-72,-74,-67,53
2091,-79,-79,-67,-74,-74,-68,53
2092,-77,-75,-66,-74,-74,-67,53
2093,-77,-69,-67,-77,-74,-68,53
2094,-71,-69,-65,-72,-75,-64,53
2095,-78,-76,-66,-75,-74,-69,53
2096,-81,-72,-66,-74,-75,-68,53
2097,-83,-72,-67,-75,-75,-69,53
2098,-76,-73,-66,-74,-75,-68,53
2099,-74,-71,-66,-72,-75,-68,53
2100,-77,-74,-67,-75,-75,-68,53
2101,-76,-79,-66,-74,-75,-67,53
2102,-79,-82,-67,-75,-74,-67,53
2103,-79,-78,-67,-75,-74,-67,53
2104,-77,-69,-65,-72,-74,-67,53
2105,-80,-77,-66,-75,-75,-67,53
2106,-81,-79,-66,-74,-74,-66,53
2107,-80,-79,-67,-75,-75,-67,53
2108,-78,-83,-67,-76,-74,-69,53
2109,-78,-80,-62,-75,-72,-65,53
2110,-79,-84,-67,-76,-75,-67,53
2111,-79,-68,-65,-75,-74,-65,53
2112,-75,-82,-66,-76,-75,-67,53
2113,-78,-79,-66,-76,-74,-68,53
2114,-76,-81,-66,-76,-75,-67,53
2115,-72,-81,-67,-75,-75,-67,53
2116,-78,-81,-66,-76,-74,-67,53
2117,-79,-82,-66,-75,-75,-67,53
2118,-75,-84,-66,-76,-74,-68,53
2119,-79,-82,-67,-75,-74,-66,53
2120,-81,-78,-66,-75,-74,-67,53
2121,-78,-81,-67,-75,-75,-67,53
2122,-79,-85,-67,-75,-75,-65,53
2123,-78,-86,-67,-75,-75,-66,53
2124,-77,-82,-67,-74,-74,-66,53
2125,-78,-82,-66,-76,-74,-67,53
2126,-81,-79,-67,-75,-74,-67,53
2127,-75,-82,-67,-75,-75,-67,53
2128,-72,-68,-65,-71,-75,-67,53
2129,-80,-78,-67,-75,-75,-67,53
2130,-81,-79,-67,-74,-74,-67,53
2131,-80,-79,-67,-74,-75,-66,53
2132,-80,-78,-66,-74,-74,-67,53
2133,-83,-71,-64,-74,-75,-67,53
2134,-80,-69,-62,-74,-75,-68,53
2135,-81,-78,-66,-74,-75,-68,53
2136,-74,-79,-67,-74,-74,-66,53
2137,-72,-70,-64,-72,-75,-66,53
2138,-79,-78,-66,-75,-75,-67,53
2139,-78,-81,-67,-75,-74,-67,53
2140,-76,-83,-67,-77,-75,-68,53
2141,-79,-88,-66,-76,-75,-67,53
2142,-78,-86,-67,-75,-75,-67,53
2143,-76,-82,-67,-75,-75,-65,53
2144,-77,-78,-67,-75,-75,-67,53
2145,-79,-83,-68,-74,-75,-66,53
2146,-73,-82,-67,-76,-75,-67,53
2147,-78,-68,-64,-75,-74,-66,53
2148,-77,-81,-66,-74,-74,-66,53
2149,-78,-79,-66,-75,-75,-66,53
2150,-76,-79,-66,-74,-75,-67,53
2151,-81,-76,-66,-74,-75,-67,53
2152,-80,-73,-66,-74,-75,-68,53
2153,-79,-74,-66,-74,-75,-67,53
2154,-79,-77,-66,-75,-75,-65,53
2155,-77,-79,-66,-75,-74,-66,53
2156,-76,-87,-66,-75,-75,-66,53
2157,-78,-86,-66,-76,-74,-67,53
2158,-78,-84,-66,-76,-74,-67,53
2159,-77,-83,-66,-76,-74,-64,53
2160,-77,-80,-66,-75,-75,-68,53
2161,-72,-68,-64,-72,-73,-66,53
2162,-77,-84,-67,-76,-75,-64,53
2163,-75,-85,-66,-76,-75,-68,53
2164,-76,-84,-66,-77,-75,-67,53
2165,-74,-86,-66,-75,-74,-66,53
2166,-79,-85,-66,-77,-75,-66,53
2167,-76,-84,-67,-75,-75,-67,53
2168,-77,-84,-66,-75,-75,-67,53
2169,-78,-84,-66,-76,-74,-67,53
2170,-77,-83,-66,-76,-74,-67,53
2171,-77,-86,-67,-75,-75,-67,53
2172,-77,-87,-67,-76,-74,-66,53
2173,-78,-86,-66,-76,-75,-67,53
2174,-77,-67,-66,-76,-74,-67,53
2175,-79,-87,-66,-77,-75,-67,53
2176,-77,-86,-66,-76,-75,-67,53
2177,-76,-80,-65,-77,-75,-67,53
2178,-78,-84,-67,-77,-75,-67,53
2179,-79,-84,-66,-76,-75,-67,53
2180,-75,-88,-66,-76,-75,-67,53
2181,-78,-87,-66,-77,-74,-67,53
2182,-78,-89,-67,-77,-75,-67,53
2183,-77,-87,-66,-78,-75,-67,53
2184,-76,-67,-65,-72,-75,-66,53
2185,-75,-89,-66,-77,-76,-67,53
2186,-79,-83,-65,-76,-76,-67,53
2187,-79,-79,-65,-76,-75,-68,53
2188,-79,-80,-65,-75,-75,-67,53
2189,-78,-80,-66,-75,-75,-67,53
2190,-79,-81,-67,-74,-75,-66,53
2191,-80,-81,-66,-74,-75,-67,53
2192,-80,-74,-66,-74,-75,-67,53
2193,-84,-74,-66,-74,-75,-66,53
2194,-74,-76,-67,-74,-75,-67,53
2195,-79,-79,-66,-75,-75,-67,53
2196,-80,-81,-66,-75,-76,-67,53
2197,-76,-80,-64,-74,-74,-67,53
2198,-79,-86,-67,-74,-75,-67,53
2199,-79,-80,-66,-74,-75,-65,53
2200,-78,-85,-67,-74,-75,-66,53
2201,-79,-84,-67,-74,-75,-67,53
2202,-78,-68,-67,-74,-75,-67,53
2203,-72,-72,-63,-83,-75,-70,53
2204,-75,-71,-64,-83,-73,-70,53
2205,-76,-71,-65,-81,-75,-68,53
2206,-76,-72,-64,-83,-74,-70,53
2207,-77,-72,-64,-77,-74,-70,53
2208,-76,-71,-64,-82,-74,-69,53
2209,-75,-72,-63,-79,-74,-69,53
2210,-75,-72,-63,-78,-73,-72,53
2211,-72,-71,-64,-79,-74,-70,53
2212,-76,-72,-68,-77,-74,-62,53
2213,-75,-72,-64,-79,-75,-68,53
2214,-76,-72,-64,-78,-74,-68,53
2215,-73,-71,-65,-75,-75,-69,53
2216,-74,-73,-64,-75,-75,-70,53
2217,-73,-72,-65,-74,-76,-68,53
2218,-77,-72,-65,-74,-75,-68,53
2219,-75,-74,-65,-73,-74,-69,53
2220,-75,-73,-65,-75,-74,-69,53
2221,-76,-74,-66,-74,-75,-69,53
2222,-77,-75,-64,-74,-74,-69,53
2223,-75,-73,-65,-74,-75,-67,53
2224,-72,-73,-66,-74,-79,-63,53
2225,-76,-74,-65,-74,-74,-68,53
2226,-73,-73,-65,-74,-74,-68,53
2227,-75,-73,-65,-74,-74,-69,53
2228,-73,-73,-64,-75,-74,-68,53
2229,-76,-73,-65,-74,-75,-66,53
2230,-76,-75,-65,-74,-74,-68,53
2231,-73,-73,-65,-74,-74,-70,53
2232,-73,-76,-65,-76,-79,-61,53
2233,-75,-74,-65,-74,-74,-67,53
2234,-76,-74,-66,-74,-75,-68,53
2235,-76,-73,-65,-75,-75,-67,53
2236,-76,-72,-65,-75,-75,-66,53
2237,-78,-74,-65,-73,-75,-66,53
2238,-75,-74,-66,-74,-75,-68,53
2239,-76,-72,-65,-74,-74,-67,53
2240,-75,-73,-66,-74,-75,-67,53
2241,-75,-73,-65,-73,-75,-67,53
2242,-76,-73,-64,-74,-75,-67,53
2243,-75,-72,-64,-75,-75,-66,53
2244,-76,-73,-64,-75,-75,-67,53
2245,-75,-73,-65,-74,-74,-68,53
2246,-75,-72,-66,-74,-76,-67,53
2247,-76,-73,-66,-74,-74,-67,53
2248,-74,-75,-66,-73,-74,-69,53
2249,-73,-73,-66,-73,-74,-69,53
2250,-76,-73,-65,-74,-75,-68,53
2251,-76,-72,-64,-75,-75,-66,53
2252,-74,-74,-65,-77,-74,-65,53
2253,-73,-74,-66,-73,-75,-68,53
2254,-69,-72,-66,-74,-76,-68,53
2255,-76,-75,-65,-73,-74,-67,53
2256,-77,-73,-65,-74,-75,-67,53
2257,-73,-75,-66,-75,-77,-67,53
2258,-73,-71,-65,-78,-78,-62,53
2259,-73,-75,-64,-76,-77,-67,53
2260,-75,-72,-65,-75,-75,-68,53
2261,-76,-73,-65,-76,-75,-67,53
2262,-76,-72,-65,-75,-77,-66,53
2263,-73,-72,-66,-75,-74,-67,53
2264,-75,-73,-65,-75,-75,-67,53
2265,-76,-74,-65,-73,-74,-68,53
2266,-75,-74,-65,-74,-74,-68,53
2267,-77,-75,-65,-74,-75,-66,53
2268,-76,-73,-65,-73,-75,-67,53
2269,-73,-74,-65,-73,-74,-68,53
2270,-76,-73,-66,-73,-75,-67,53
2271,-72,-75,-65,-74,-77,-67,53
2272,-73,-73,-66,-74,-75,-67,53
2273,-74,-75,-65,-73,-75,-68,53
2274,-76,-74,-65,-72,-74,-69,53
2275,-77,-75,-66,-72,-75,-69,53
2276,-77,-74,-66,-73,-74,-68,53
2277,-75,-75,-67,-73,-75,-69,53
2278,-76,-74,-65,-73,-74,-68,53
2279,-76,-75,-65,-73,-76,-68,53
2280,-77,-72,-65,-73,-75,-68,53
2281,-77,-75,-66,-73,-75,-68,53
2282,-74,-74,-65,-74,-76,-69,53
2283,-76,-74,-66,-74,-75,-68,53
2284,-76,-74,-65,-73,-75,-68,53
2285,-75,-73,-65,-73,-75,-68,53
2286,-76,-73,-65,-74,-76,-67,53
2287,-76,-71,-66,-75,-76,-67,53
2288,-74,-75,-66,-73,-75,-68,53
2289,-75,-76,-65,-73,-75,-69,53
2290,-76,-74,-65,-74,-75,-67,53
2291,-76,-76,-65,-72,-75,-68,53
2292,-77,-75,-66,-73,-75,-68,53
2293,-76,-74,-66,-73,-75,-67,53
2294,-74,-75,-66,-73,-74,-71,53
2295,-76,-74,-66,-73,-75,-67,53
2296,-76,-75,-66,-73,-74,-67,53
2297,-77,-75,-65,-72,-74,-67,53
2298,-78,-74,-65,-73,-75,-65,53
2299,-78,-73,-66,-74,-75,-65,53
2300,-75,-75,-67,-74,-76,-67,53
2301,-76,-75,-65,-72,-75,-67,53
2302,-79,-76,-67,-71,-75,-68,53
2303,-77,-74,-66,-72,-74,-68,53
2304,-76,-75,-66,-73,-75,-67,53
2305,-77,-75,-66,-72,-75,-66,53
2306,-79,-76,-67,-73,-74,-66,53
2307,-77,-74,-66,-73,-75,-66,53
2308,-78,-74,-66,-72,-75,-66,53
2309,-78,-73,-66,-73,-76,-67,53
2310,-77,-73,-66,-74,-76,-67,53
2311,-77,-74,-66,-73,-75,-67,53
2312,-76,-74,-66,-74,-76,-67,53
2313,-78,-76,-66,-76,-75,-63,53
2314,-77,-74,-66,-73,-75,-67,53
2315,-77,-72,-67,-74,-77,-66,53
2316,-76,-77,-66,-73,-75,-68,53
2317,-77,-75,-67,-73,-75,-67,53
2318,-78,-74,-66,-72,-75,-66,53
2319,-75,-74,-65,-73,-74,-68,53
2320,-74,-76,-67,-74,-75,-67,53
2321,-72,-73,-65,-73,-75,-67,53
2322,-75,-74,-67,-74,-75,-65,53
2323,-75,-73,-66,-74,-76,-67,53
2324,-75,-75,-66,-74,-75,-66,53
2325,-75,-76,-66,-73,-75,-67,53
2326,-74,-73,-65,-73,-75,-67,53
2327,-76,-74,-67,-71,-74,-68,53
2328,-75,-74,-67,-71,-75,-69,53
2329,-76,-75,-67,-71,-75,-68,53
2330,-76,-75,-65,-73,-74,-69,53
2331,-74,-72,-67,-76,-76,-67,53
2332,-74,-74,-66,-79,-76,-68,53
2333,-74,-72,-62,-75,-76,-67,53
2334,-76,-73,-65,-75,-76,-68,53
2335,-74,-73,-65,-74,-75,-68,53
2336,-74,-74,-65,-75,-75,-68,53
2337,-73,-73,-65,-75,-76,-67,53
2338,-72,-72,-66,-76,-75,-68,53
2339,-73,-72,-64,-77,-75,-67,53
2340,-76,-72,-65,-77,-76,-67,53
2341,-74,-72,-65,-78,-76,-67,53
2342,-75,-73,-65,-75,-76,-67,53
2343,-72,-72,-65,-75,-75,-67,53
2344,-75,-73,-65,-74,-75,-69,53
2345,-75,-71,-65,-75,-77,-68,53
2346,-74,-72,-65,-75,-76,-68,53
2347,-74,-73,-66,-74,-75,-68,53
2348,-73,-72,-63,-75,-75,-66,53
2349,-74,-71,-65,-75,-76,-67,53
2350,-73,-72,-65,-75,-75,-65,53
2351,-71,-73,-65,-74,-75,-67,53
2352,-72,-73,-67,-73,-75,-69,53
2353,-73,-76,-65,-74,-75,-68,53
2354,-75,-75,-66,-73,-76,-67,53
2355,-73,-73,-67,-72,-75,-69,53
2356,-72,-74,-67,-72,-74,-67,53
2357,-78,-73,-65,-73,-75,-67,53
2358,-72,-72,-65,-76,-75,-71,53
2359,-76,-73,-66,-74,-75,-67,53
2360,-79,-73,-66,-74,-75,-67,53
2361,-77,-75,-66,-77,-76,-70,53
2362,-77,-72,-66,-75,-76,-68,53
2363,-76,-73,-66,-75,-76,-67,53
2364,-75,-73,-65,-75,-75,-67,53
2365,-77,-73,-66,-74,-78,-67,53
2366,-79,-74,-66,-73,-75,-67,53
2367,-71,-75,-63,-73,-75,-67,53
2368,-76,-74,-66,-73,-75,-66,53
2369,-80,-74,-68,-72,-75,-67,53
2370,-73,-74,-65,-73,-74,-67,53
2371,-77,-71,-66,-75,-75,-66,53
2372,-76,-74,-66,-73,-75,-67,53
2373,-75,-74,-65,-76,-75,-67,53
2374,-76,-75,-67,-72,-74,-67,53
2375,-75,-75,-66,-73,-74,-68,53
2376,-77,-73,-66,-73,-76,-67,53
2377,-73,-73,-65,-74,-76,-68,53
2378,-76,-76,-66,-72,-75,-68,53
2379,-78,-76,-67,-72,-75,-68,53
2380,-76,-75,-66,-73,-75,-68,53
2381,-77,-75,-67,-75,-76,-68,53
2382,-77,-74,-66,-72,-75,-67,53
2383,-78,-76,-66,-72,-75,-67,53
2384,-77,-75,-67,-72,-74,-67,53
2385,-75,-75,-66,-72,-76,-68,53
2386,-75,-74,-66,-73,-75,-68,53
2387,-74,-73,-66,-75,-75,-68,53
2388,-73,-73,-66,-74,-75,-66,53
2389,-75,-73,-64,-77,-76,-68,53
2390,-75,-73,-65,-77,-77,-68,53
2391,-76,-73,-67,-74,-75,-67,53
2392,-73,-74,-65,-75,-75,-68,53
2393,-76,-73,-67,-74,-75,-68,53
2394,-76,-74,-66,-74,-75,-67,53
2395,-76,-73,-62,-74,-76,-67,53
2396,-76,-75,-66,-74,-75,-68,53
2397,-73,-75,-66,-75,-75,-67,53
2398,-74,-72,-65,-75,-76,-66,53
2399,-73,-73,-67,-74,-75,-66,53
2400,-73,-74,-66,-74,-75,-67,53
2401,-76,-74,-66,-74,-76,-67,53
2402,-78,-74,-67,-74,-76,-67,53
2403,-77,-75,-67,-74,-75,-66,53
2404,-78,-76,-67,-73,-75,-67,53
2405,-77,-74,-67,-72,-75,-67,53
2406,-78,-73,-67,-76,-75,-68,53
2407,-77,-73,-68,-72,-76,-67,53
2408,-77,-74,-67,-73,-75,-66,53
2409,-74,-74,-67,-77,-77,-67,53
2410,-78,-74,-67,-73,-76,-66,53
2411,-78,-74,-66,-74,-75,-67,53
2412,-76,-75,-67,-73,-75,-72,53
2413,-78,-74,-67,-74,-76,-67,53
2414,-76,-74,-67,-74,-75,-67,53
2415,-72,-74,-63,-74,-75,-67,53
2416,-77,-72,-66,-76,-76,-66,53
2417,-73,-73,-66,-75,-76,-67,53
2418,-75,-72,-65,-76,-76,-65,53
2419,-78,-73,-67,-76,-76,-68,53
2420,-79,-74,-67,-75,-76,-66,53
2421,-77,-73,-66,-74,-75,-66,53
2422,-79,-74,-66,-74,-76,-66,53
2423,-79,-73,-67,-75,-75,-66,53
2424,-73,-74,-67,-75,-75,-66,53
2425,-78,-74,-66,-75,-76,-65,53
2426,-79,-73,-66,-75,-76,-66,53
2427,-79,-74,-67,-75,-76,-66,53
2428,-77,-76,-67,-73,-76,-67,53
2429,-79,-73,-66,-74,-75,-67,53
2430,-80,-74,-68,-73,-75,-68,53
2431,-77,-74,-67,-74,-76,-67,53
2432,-80,-74,-68,-74,-75,-67,53
2433,-71,-73,-65,-74,-75,-67,53
2434,-79,-73,-66,-74,-77,-67,53
2435,-79,-76,-67,-75,-75,-66,53
2436,-76,-73,-66,-74,-75,-66,53
2437,-79,-72,-66,-75,-75,-66,53
2438,-74,-75,-65,-75,-77,-66,53
2439,-78,-73,-66,-75,-75,-67,53
2440,-74,-74,-67,-75,-75,-67,53
2441,-77,-73,-66,-74,-75,-67,53
2442,-75,-73,-66,-74,-76,-67,53
2443,-77,-73,-67,-74,-75,-67,53
2444,-76,-73,-67,-73,-74,-66,53
2445,-73,-72,-67,-80,-78,-69,53
2446,-76,-74,-66,-74,-75,-66,53
2447,-78,-73,-66,-74,-75,-67,53
2448,-77,-73,-67,-74,-75,-67,53
2449,-77,-73,-67,-74,-76,-67,53
2450,-78,-74,-66,-74,-75,-67,53
2451,-75,-74,-67,-75,-75,-68,53
2452,-76,-73,-66,-75,-75,-67,53
2453,-77,-74,-63,-75,-75,-67,53
2454,-72,-83,-75,-72,-91,-72,63
2455,-74,-81,-72,-74,-81,-72,63
2456,-75,-83,-77,-74,-78,-78,63
2457,-71,-82,-76,-75,-78,-75,63
2458,-73,-82,-75,-75,-79,-75,63
2459,-72,-81,-80,-74,-78,-77,63
2460,-72,-82,-77,-74,-77,-75,63
2461,-72,-81,-78,-75,-78,-75,63
2462,-71,-81,-77,-76,-79,-74,63
2463,-71,-81,-78,-74,-78,-75,63
2464,-71,-82,-80,-75,-79,-76,63
2465,-71,-81,-81,-76,-77,-77,63
2466,-71,-81,-81,-75,-78,-74,63
2467,-71,-82,-80,-74,-78,-75,63
2468,-71,-81,-80,-72,-78,-77,63
2469,-70,-81,-79,-75,-79,-76,63
2470,-73,-80,-80,-77,-77,-76,63
2471,-71,-81,-80,-77,-77,-75,63
2472,-72,-82,-80,-76,-76,-75,63
2473,-70,-80,-79,-76,-76,-74,63
2474,-71,-80,-80,-72,-77,-76,63
2475,-70,-79,-81,-76,-76,-75,63
2476,-71,-79,-82,-76,-76,-74,63
2477,-71,-81,-83,-75,-78,-75,63
2478,-72,-72,-80,-76,-77,-74,63
2479,-70,-79,-81,-76,-78,-75,63
2480,-73,-78,-75,-77,-76,-74,63
2481,-72,-72,-72,-79,-77,-66,63
2482,-67,-79,-79,-79,-74,-73,63
2483,-72,-73,-74,-77,-77,-74,63
2484,-70,-81,-80,-79,-76,-73,63
2485,-72,-80,-78,-80,-78,-76,63
2486,-70,-81,-80,-79,-76,-73,63
2487,-70,-80,-80,-77,-77,-73,63
2488,-71,-79,-80,-78,-76,-72,63
2489,-69,-79,-76,-80,-77,-72,63
2490,-70,-78,-77,-81,-77,-73,63
2491,-71,-78,-78,-79,-77,-73,63
2492,-70,-79,-79,-79,-78,-74,63
2493,-70,-79,-76,-78,-76,-72,63
2494,-73,-80,-76,-79,-77,-72,63
2495,-71,-80,-79,-78,-77,-75,63
2496,-71,-81,-79,-76,-77,-75,63
2497,-71,-80,-81,-76,-77,-75,63
2498,-72,-71,-80,-77,-77,-65,63
2499,-71,-79,-81,-76,-78,-76,63
2500,-69,-80,-80,-76,-78,-76,63
2501,-70,-79,-81,-75,-77,-75,63
2502,-71,-80,-76,-75,-77,-75,63
2503,-71,-79,-80,-76,-78,-75,63
2504,-71,-80,-78,-77,-77,-75,63
2505,-71,-79,-80,-76,-77,-74,63
2506,-71,-80,-80,-76,-77,-79,63
2507,-71,-78,-75,-76,-77,-65,63
2508,-70,-81,-83,-74,-77,-75,63
2509,-70,-81,-83,-75,-78,-75,63
2510,-70,-81,-81,-75,-77,-75,63
2511,-70,-78,-82,-75,-78,-75,63
2512,-70,-79,-83,-73,-77,-74,63
2513,-71,-79,-75,-75,-77,-76,63
2514,-72,-81,-80,-75,-78,-75,63
2515,-70,-73,-79,-72,-78,-75,63
2516,-71,-72,-80,-75,-74,-66,63
2517,-72,-79,-74,-74,-74,-76,63
2518,-74,-79,-83,-75,-77,-74,63
2519,-70,-71,-83,-77,-78,-65,63
2520,-68,-81,-83,-75,-77,-74,63
2521,-71,-81,-80,-75,-78,-67,63
2522,-72,-80,-80,-77,-77,-73,63
2523,-73,-71,-74,-72,-75,-67,63
2524,-71,-80,-80,-76,-77,-74,63
2525,-70,-79,-84,-75,-78,-74,63
2526,-72,-72,-76,-72,-74,-65,63
2527,-72,-78,-84,-74,-78,-74,63
2528,-70,-79,-83,-75,-77,-74,63
2529,-70,-80,-83,-74,-78,-74,63
2530,-72,-80,-84,-74,-74,-73,63
2531,-70,-80,-88,-74,-79,-74,63
2532,-69,-79,-89,-75,-79,-73,63
2533,-71,-80,-89,-74,-74,-74,63
2534,-69,-79,-98,-74,-78,-74,63
2535,-70,-77,-90,-74,-77,-73,63
2536,-70,-79,-85,-75,-79,-72,63
2537,-70,-78,-90,-74,-79,-73,63
2538,-69,-80,-98,-73,-78,-74,63
2539,-69,-79,-79,-74,-79,-74,63
2540,-70,-80,-89,-74,-79,-73,63
2541,-71,-81,-89,-73,-79,-73,63
2542,-69,-80,-95,-74,-79,-72,63
2543,-70,-79,-90,-74,-79,-73,63
2544,-69,-79,-76,-74,-79,-65,63
2545,-69,-80,-89,-74,-78,-74,63
2546,-69,-80,-85,-74,-78,-73,63
2547,-69,-79,-84,-75,-77,-73,63
2548,-69,-83,-87,-74,-77,-74,63
2549,-70,-78,-83,-75,-77,-72,63
2550,-70,-79,-85,-75,-77,-73,63
2551,-71,-80,-82,-75,-78,-73,63
2552,-71,-79,-82,-77,-77,-73,63
2553,-71,-79,-83,-75,-77,-73,63
2554,-71,-78,-82,-75,-77,-73,63
2555,-70,-78,-80,-76,-77,-72,63
2556,-71,-80,-81,-74,-77,-73,63
2557,-69,-77,-81,-74,-77,-73,63
2558,-73,-73,-76,-74,-74,-65,63
2559,-70,-79,-82,-75,-77,-71,63
2560,-71,-80,-79,-75,-77,-73,63
2561,-70,-78,-80,-74,-77,-72,63
2562,-71,-70,-79,-73,-77,-72,63
2563,-70,-76,-82,-74,-77,-73,63
2564,-71,-71,-76,-71,-75,-61,63
2565,-72,-79,-76,-72,-75,-64,63
2566,-70,-78,-80,-73,-77,-72,63
2567,-71,-78,-79,-74,-76,-72,63
2568,-70,-79,-81,-73,-77,-72,63
2569,-70,-78,-82,-73,-78,-73,63
2570,-70,-79,-79,-75,-77,-71,63
2571,-71,-78,-80,-75,-76,-73,63
2572,-70,-78,-78,-74,-76,-72,63
2573,-69,-79,-77,-73,-77,-72,63
2574,-69,-70,-80,-73,-77,-73,63
2575,-70,-79,-79,-75,-76,-72,63
2576,-71,-77,-78,-75,-76,-72,63
2577,-69,-79,-78,-75,-76,-72,63
2578,-72,-78,-79,-72,-75,-72,63
2579,-71,-78,-80,-75,-74,-71,63
2580,-70,-77,-80,-74,-76,-73,63
2581,-70,-76,-81,-74,-76,-73,63
2582,-70,-77,-81,-73,-77,-71,63
2583,-70,-76,-81,-71,-78,-72,63
2584,-70,-78,-80,-74,-77,-71,63
2585,-70,-76,-79,-73,-76,-72,63
2586,-70,-79,-84,-74,-77,-73,63
2587,-70,-78,-82,-74,-77,-73,63
2588,-70,-78,-81,-74,-76,-72,63
2589,-69,-76,-82,-74,-78,-72,63
2590,-71,-77,-83,-73,-77,-71,63
2591,-69,-77,-82,-74,-76,-73,63
2592,-71,-78,-83,-73,-78,-72,63
2593,-69,-76,-82,-74,-77,-73,63
2594,-69,-76,-81,-73,-77,-73,63
2595,-70,-77,-80,-74,-77,-72,63
2596,-69,-76,-79,-75,-76,-71,63
2597,-70,-77,-82,-74,-77,-72,63
2598,-71,-78,-80,-75,-77,-71,63
2599,-70,-77,-78,-75,-74,-73,63
2600,-68,-77,-81,-74,-77,-72,63
2601,-69,-76,-78,-74,-76,-72,63
2602,-71,-76,-79,-74,-76,-71,63
2603,-70,-76,-80,-74,-77,-71,63
2604,-70,-77,-81,-74,-76,-72,63
2605,-69,-78,-81,-74,-77,-73,63
2606,-70,-77,-79,-75,-75,-71,63
2607,-69,-77,-83,-74,-77,-72,63
2608,-70,-77,-82,-74,-77,-73,63
2609,-68,-76,-81,-74,-77,-71,63
2610,-70,-77,-83,-74,-77,-71,63
2611,-69,-76,-85,-73,-77,-72,63
2612,-70,-76,-83,-75,-77,-71,63
2613,-70,-76,-82,-75,-76,-71,63
2614,-68,-77,-81,-76,-76,-72,63
