NO,RSSI1,RSSI2,RSSI3,RSSI4,RSSI5,RSSI6,TARGET
4893,-66,-59,-75,-93,-83,-71,52
4894,-65,-58,-75,-93,-84,-72,52
4895,-67,-60,-74,-72,-81,-72,52
4896,-68,-58,-74,-72,-82,-72,52
4897,-66,-58,-73,-85,-84,-74,52
4898,-67,-59,-73,-86,-84,-74,52
4899,-63,-59,-73,-89,-82,-74,52
4900,-66,-59,-74,-89,-83,-73,52
4901,-66,-59,-74,-85,-85,-74,52
4902,-66,-60,-74,-89,-83,-72,52
4903,-66,-59,-74,-90,-84,-73,52
4904,-66,-59,-73,-89,-83,-73,52
4905,-68,-59,-74,-88,-82,-74,52
4906,-65,-59,-74,-84,-83,-75,52
4907,-64,-58,-74,-85,-85,-73,52
4908,-66,-59,-74,-82,-84,-76,52
4909,-62,-59,-73,-80,-82,-82,52
4910,-61,-59,-73,-72,-76,-66,52
4911,-64,-59,-75,-84,-84,-73,52
4912,-64,-59,-74,-84,-83,-73,52
4913,-66,-58,-73,-91,-84,-74,52
4914,-66,-59,-74,-88,-83,-73,52
4915,-66,-59,-74,-90,-83,-73,52
4916,-66,-58,-74,-88,-84,-73,52
4917,-65,-59,-74,-88,-84,-73,52
4918,-67,-60,-74,-87,-84,-74,52
4919,-65,-58,-73,-84,-84,-77,52
4920,-68,-59,-74,-89,-82,-72,52
4921,-70,-59,-71,-89,-81,-73,52
4922,-67,-59,-73,-87,-82,-69,52
4923,-66,-59,-74,-91,-83,-72,52
4924,-66,-59,-74,-86,-84,-75,52
4925,-66,-58,-74,-83,-84,-78,52
4926,-66,-59,-74,-83,-83,-78,52
4927,-68,-58,-73,-80,-82,-79,52
4928,-67,-59,-73,-78,-83,-82,52
4929,-68,-59,-75,-79,-83,-81,52
4930,-67,-59,-74,-79,-82,-79,52
4931,-67,-59,-74,-81,-83,-81,52
4932,-68,-59,-73,-87,-82,-74,52
4933,-67,-60,-73,-84,-81,-77,52
4934,-68,-59,-73,-84,-82,-75,52
4935,-68,-59,-73,-87,-82,-73,52
4936,-66,-59,-73,-89,-82,-74,52
4937,-64,-59,-74,-89,-87,-72,52
4938,-65,-58,-75,-86,-85,-72,52
4939,-66,-59,-74,-91,-84,-72,52
4940,-65,-58,-74,-87,-86,-71,52
4941,-64,-59,-75,-84,-84,-66,52
4942,-67,-58,-74,-91,-84,-67,52
4943,-65,-59,-74,-90,-84,-72,52
4944,-65,-59,-74,-85,-85,-74,52
4945,-66,-59,-74,-88,-84,-73,52
4946,-65,-59,-74,-87,-85,-73,52
4947,-66,-56,-74,-86,-76,-73,52
4948,-66,-59,-73,-87,-84,-74,52
4949,-66,-59,-74,-91,-82,-73,52
4950,-66,-59,-73,-91,-84,-73,52
4951,-65,-59,-74,-86,-85,-72,52
4952,-65,-59,-73,-86,-84,-74,52
4953,-68,-59,-73,-88,-82,-71,52
4954,-69,-59,-73,-83,-81,-74,52
4955,-67,-59,-73,-89,-82,-73,52
4956,-65,-58,-74,-87,-82,-73,52
4957,-64,-59,-74,-86,-86,-72,52
4958,-64,-59,-73,-85,-84,-74,52
4959,-67,-60,-73,-96,-82,-71,52
4960,-62,-59,-74,-71,-75,-72,52
4961,-64,-59,-74,-86,-85,-70,52
4962,-66,-58,-73,-87,-83,-74,52
4963,-66,-59,-74,-85,-83,-73,52
4964,-65,-59,-74,-87,-85,-72,52
4965,-65,-59,-74,-81,-83,-76,52
4966,-62,-59,-73,-85,-86,-73,52
4967,-63,-60,-73,-83,-76,-73,52
4968,-67,-57,-73,-72,-82,-72,52
4969,-65,-58,-74,-85,-85,-72,52
4970,-65,-59,-73,-85,-77,-66,52
4971,-63,-59,-74,-81,-85,-66,52
4972,-63,-60,-75,-81,-87,-72,52
4973,-65,-59,-74,-85,-83,-74,52
4974,-66,-59,-74,-85,-83,-73,52
4975,-66,-59,-74,-88,-84,-72,52
4976,-65,-58,-75,-82,-84,-73,52
4977,-65,-59,-75,-82,-85,-73,52
4978,-66,-60,-74,-81,-84,-74,52
4979,-66,-60,-74,-82,-82,-75,52
4980,-69,-60,-74,-86,-82,-73,52
4981,-69,-59,-74,-87,-83,-74,52
4982,-62,-58,-74,-72,-85,-73,52
4983,-66,-59,-73,-71,-77,-66,52
4984,-68,-59,-74,-87,-82,-72,52
4985,-61,-57,-72,-72,-81,-69,52
4986,-68,-59,-73,-86,-82,-67,52
4987,-66,-59,-74,-85,-84,-75,52
4988,-65,-59,-74,-86,-85,-74,52
4989,-66,-60,-74,-85,-84,-74,52
4990,-67,-59,-74,-86,-84,-75,52
4991,-69,-59,-73,-90,-83,-72,52
4992,-69,-60,-73,-89,-83,-69,52
4993,-68,-59,-73,-84,-82,-76,52
4994,-67,-59,-73,-83,-83,-77,52
4995,-67,-59,-74,-88,-82,-74,52
4996,-68,-57,-73,-89,-83,-73,52
4997,-67,-59,-73,-93,-84,-72,52
4998,-64,-57,-74,-90,-85,-71,52
4999,-65,-58,-74,-88,-84,-66,52
5000,-63,-59,-74,-88,-87,-71,52
5001,-65,-59,-73,-92,-82,-72,52
5002,-67,-58,-74,-93,-83,-73,52
5003,-66,-59,-74,-89,-83,-73,52
5004,-67,-59,-73,-92,-83,-73,52
5005,-67,-59,-73,-92,-83,-69,52
5006,-66,-59,-74,-87,-84,-74,52
5007,-65,-60,-73,-71,-84,-72,52
5008,-65,-58,-74,-85,-84,-74,52
5009,-67,-59,-73,-93,-84,-73,52
5010,-67,-58,-74,-90,-82,-70,52
5011,-61,-57,-76,-70,-74,-66,52
5012,-65,-59,-73,-92,-84,-71,52
5013,-66,-59,-73,-93,-86,-72,52
5014,-67,-59,-74,-89,-85,-75,52
5015,-66,-59,-72,-85,-76,-76,52
5016,-67,-59,-73,-92,-85,-73,52
5017,-70,-80,-71,-72,-99,-66,42
5018,-70,-73,-81,-70,-79,-59,42
5019,-69,-71,-77,-70,-84,-62,42
5020,-70,-72,-80,-70,-83,-62,42
5021,-77,-70,-66,-70,-83,-61,42
5022,-71,-70,-79,-67,-83,-60,42
5023,-71,-72,-78,-69,-81,-61,42
5024,-70,-71,-77,-67,-81,-61,42
5025,-71,-71,-76,-70,-81,-60,42
5026,-76,-70,-66,-67,-80,-59,42
5027,-71,-71,-78,-70,-79,-62,42
5028,-72,-73,-77,-68,-80,-61,42
5029,-72,-72,-79,-69,-80,-62,42
5030,-73,-71,-77,-69,-81,-62,42
5031,-74,-71,-76,-69,-80,-62,42
5032,-72,-71,-76,-70,-79,-59,42
5033,-74,-72,-77,-70,-80,-60,42
5034,-71,-71,-76,-69,-81,-61,42
5035,-72,-72,-78,-70,-80,-61,42
5036,-72,-72,-76,-70,-81,-61,42
5037,-72,-72,-77,-70,-79,-61,42
5038,-71,-70,-76,-70,-81,-61,42
5039,-72,-71,-77,-70,-80,-61,42
5040,-71,-72,-77,-68,-81,-60,42
5041,-71,-70,-76,-67,-81,-61,42
5042,-71,-71,-75,-70,-81,-60,42
5043,-70,-71,-77,-70,-80,-61,42
5044,-69,-71,-77,-70,-81,-61,42
5045,-69,-71,-76,-71,-80,-61,42
5046,-70,-70,-76,-70,-80,-61,42
5047,-69,-70,-76,-70,-80,-61,42
5048,-70,-71,-76,-70,-81,-61,42
5049,-69,-71,-76,-70,-81,-61,42
5050,-71,-71,-76,-70,-80,-61,42
5051,-72,-71,-76,-70,-79,-61,42
5052,-77,-72,-75,-70,-79,-61,42
5053,-72,-71,-76,-70,-80,-61,42
5054,-72,-71,-74,-70,-79,-61,42
5055,-70,-71,-76,-70,-82,-60,42
5056,-69,-70,-74,-70,-80,-60,42
5057,-69,-69,-75,-71,-81,-61,42
5058,-70,-69,-73,-70,-81,-61,42
5059,-71,-71,-75,-71,-80,-61,42
5060,-72,-71,-75,-70,-80,-60,42
5061,-71,-71,-76,-70,-80,-60,42
5062,-72,-71,-75,-70,-80,-61,42
5063,-72,-71,-76,-70,-81,-61,42
5064,-75,-71,-74,-70,-80,-61,42
5065,-70,-70,-75,-70,-81,-61,42
5066,-70,-70,-74,-70,-80,-60,42
5067,-70,-70,-75,-70,-81,-61,42
5068,-70,-71,-75,-70,-81,-61,42
5069,-71,-71,-75,-70,-80,-61,42
5070,-71,-71,-75,-70,-80,-61,42
5071,-72,-73,-75,-70,-80,-61,42
5072,-72,-72,-74,-70,-80,-61,42
5073,-72,-70,-73,-71,-81,-61,42
5074,-71,-70,-74,-70,-80,-60,42
5075,-72,-70,-73,-70,-80,-60,42
5076,-70,-69,-74,-66,-82,-59,42
5077,-70,-70,-73,-70,-83,-61,42
5078,-71,-70,-74,-70,-81,-61,42
5079,-71,-71,-73,-70,-80,-61,42
5080,-72,-70,-74,-71,-80,-60,42
5081,-72,-70,-73,-70,-81,-60,42
5082,-72,-70,-73,-71,-81,-61,42
5083,-72,-70,-73,-70,-81,-60,42
5084,-72,-71,-74,-70,-80,-61,42
5085,-72,-71,-74,-70,-81,-61,42
5086,-72,-70,-73,-71,-82,-60,42
5087,-73,-70,-74,-70,-82,-60,42
5088,-73,-70,-66,-70,-80,-60,42
5089,-74,-71,-74,-70,-80,-59,42
5090,-70,-71,-74,-70,-81,-61,42
5091,-70,-68,-76,-66,-81,-61,42
5092,-71,-71,-74,-70,-81,-61,42
5093,-72,-70,-75,-71,-80,-60,42
5094,-73,-69,-73,-70,-78,-61,42
5095,-71,-71,-74,-70,-82,-61,42
5096,-71,-71,-74,-70,-81,-61,42
5097,-71,-71,-73,-70,-82,-61,42
5098,-72,-73,-75,-70,-82,-61,42
5099,-72,-73,-75,-70,-82,-61,42
5100,-73,-71,-74,-70,-81,-60,42
5101,-73,-70,-73,-70,-81,-61,42
5102,-72,-71,-73,-70,-79,-61,42
5103,-78,-69,-66,-70,-80,-60,42
5104,-72,-71,-73,-71,-81,-61,42
5105,-71,-70,-74,-70,-83,-60,42
5106,-71,-69,-72,-69,-81,-61,42
5107,-71,-71,-74,-70,-82,-61,42
5108,-71,-70,-72,-70,-80,-61,42
5109,-72,-71,-74,-70,-81,-61,42
5110,-71,-69,-72,-71,-80,-60,42
5111,-71,-69,-74,-71,-80,-60,42
5112,-71,-70,-73,-70,-81,-60,42
5113,-72,-70,-66,-67,-80,-61,42
5114,-73,-70,-73,-70,-80,-62,42
5115,-74,-71,-74,-70,-80,-60,42
5116,-72,-71,-73,-70,-81,-61,42
5117,-74,-71,-73,-70,-79,-61,42
5118,-72,-71,-73,-70,-81,-62,42
5119,-72,-68,-74,-70,-82,-61,42
5120,-76,-68,-66,-66,-78,-59,42
5121,-72,-71,-74,-70,-79,-61,42
5122,-72,-70,-72,-70,-80,-61,42
5123,-73,-70,-73,-70,-79,-61,42
5124,-71,-69,-72,-70,-81,-61,42
5125,-71,-67,-73,-70,-81,-60,42
5126,-72,-70,-73,-70,-82,-60,42
5127,-72,-71,-73,-70,-80,-61,42
5128,-72,-70,-73,-70,-80,-60,42
5129,-72,-71,-73,-70,-80,-61,42
5130,-73,-71,-74,-70,-80,-61,42
5131,-74,-70,-73,-70,-79,-62,42
5132,-72,-71,-74,-70,-80,-61,42
5133,-71,-71,-74,-69,-81,-59,42
5134,-71,-70,-75,-70,-81,-61,42
5135,-71,-70,-73,-71,-81,-60,42
5136,-71,-70,-73,-71,-81,-59,42
5137,-72,-71,-66,-71,-82,-60,42
5138,-72,-71,-73,-70,-81,-61,42
5139,-79,-70,-73,-70,-80,-58,42
5140,-71,-70,-72,-70,-82,-61,42
5141,-77,-67,-73,-71,-81,-61,42
5142,-71,-69,-72,-70,-82,-61,42
5143,-72,-69,-73,-71,-81,-60,42
5144,-72,-70,-72,-70,-82,-60,42
5145,-71,-70,-73,-70,-80,-60,42
5146,-73,-70,-73,-70,-79,-61,42
5147,-75,-71,-66,-70,-80,-61,42
5148,-80,-72,-74,-70,-79,-61,42
5149,-79,-72,-74,-71,-79,-61,42
5150,-73,-71,-73,-70,-81,-61,42
5151,-73,-70,-73,-70,-84,-61,42
5152,-72,-70,-73,-70,-82,-61,42
5153,-71,-70,-74,-71,-80,-61,42
5154,-72,-71,-72,-70,-81,-61,42
5155,-72,-70,-73,-71,-80,-60,42
5156,-73,-71,-73,-70,-80,-61,42
5157,-72,-70,-73,-70,-77,-60,42
5158,-71,-69,-73,-71,-81,-60,42
5159,-71,-70,-72,-70,-81,-59,42
5160,-72,-69,-73,-70,-81,-60,42
5161,-73,-70,-72,-70,-81,-61,42
5162,-83,-72,-73,-70,-80,-62,42
5163,-77,-71,-72,-67,-81,-59,42
5164,-71,-70,-74,-70,-81,-60,42
5165,-72,-70,-72,-69,-83,-61,42
5166,-72,-71,-74,-70,-82,-61,42
5167,-72,-71,-72,-70,-81,-58,42
5168,-74,-72,-73,-70,-81,-61,42
5169,-76,-71,-72,-70,-81,-60,42
5170,-74,-71,-73,-71,-81,-59,42
5171,-72,-71,-73,-70,-81,-61,42
5172,-71,-71,-66,-70,-81,-60,42
5173,-71,-70,-72,-70,-81,-60,42
5174,-72,-70,-73,-71,-80,-60,42
5175,-72,-71,-73,-70,-81,-61,42
5176,-73,-71,-73,-70,-81,-61,42
5177,-72,-69,-67,-67,-80,-60,42
5178,-73,-71,-73,-67,-81,-61,42
5179,-73,-71,-73,-70,-80,-61,42
5180,-75,-72,-74,-71,-80,-61,42
5181,-75,-71,-73,-70,-80,-61,42
5182,-74,-71,-73,-70,-82,-61,42
5183,-73,-71,-73,-70,-81,-61,42
5184,-72,-70,-73,-67,-82,-60,42
5185,-72,-70,-71,-67,-82,-60,42
5186,-71,-70,-73,-71,-81,-61,42
5187,-72,-70,-72,-70,-82,-61,42
5188,-75,-70,-73,-71,-81,-61,42
5189,-74,-70,-72,-70,-81,-61,42
5190,-72,-70,-73,-70,-83,-61,42
5191,-71,-69,-72,-71,-82,-60,42
5192,-71,-69,-73,-71,-81,-60,42
5193,-72,-70,-72,-71,-81,-60,42
5194,-74,-70,-71,-71,-80,-60,42
5195,-73,-70,-72,-70,-81,-59,42
5196,-75,-70,-72,-70,-81,-58,42
5197,-83,-71,-73,-70,-80,-61,42
5198,-78,-71,-72,-70,-82,-61,42
5199,-73,-70,-72,-71,-82,-60,42
5200,-77,-70,-72,-70,-81,-61,42
5201,-78,-71,-72,-70,-81,-61,42
5202,-79,-71,-72,-70,-80,-61,42
5203,-90,-72,-72,-70,-80,-62,42
5204,-77,-72,-72,-70,-82,-61,42
5205,-72,-70,-72,-70,-82,-60,42
5206,-83,-70,-74,-67,-79,-61,42
5207,-72,-70,-72,-70,-78,-58,42
5208,-72,-70,-73,-70,-81,-60,42
5209,-72,-70,-72,-70,-82,-61,42
5210,-73,-70,-73,-70,-81,-61,42
5211,-72,-70,-66,-67,-80,-61,42
5212,-74,-70,-73,-71,-81,-61,42
5213,-74,-71,-71,-67,-80,-61,42
5214,-72,-70,-74,-70,-81,-60,42
5215,-72,-70,-72,-70,-81,-60,42
5216,-86,-70,-72,-70,-82,-61,42
5217,-72,-71,-73,-71,-81,-60,42
5218,-71,-70,-72,-70,-80,-61,42
5219,-71,-70,-72,-70,-81,-61,42
5220,-73,-70,-71,-70,-81,-60,42
5221,-70,-70,-73,-70,-81,-61,42
5222,-71,-70,-72,-70,-81,-60,42
5223,-71,-70,-73,-70,-80,-60,42
5224,-75,-70,-72,-70,-80,-61,42
5225,-73,-71,-73,-71,-81,-61,42
5226,-72,-70,-72,-70,-81,-61,42
5227,-74,-71,-73,-69,-81,-59,42
5228,-72,-70,-72,-70,-81,-61,42
5229,-81,-70,-67,-67,-78,-60,42
5230,-71,-69,-72,-70,-82,-60,42
5231,-75,-71,-73,-71,-81,-61,42
5232,-77,-72,-73,-70,-80,-61,42
5233,-74,-71,-73,-70,-81,-61,42
5234,-73,-70,-72,-70,-83,-61,42
5235,-73,-69,-73,-70,-82,-61,42
5236,-78,-70,-67,-70,-79,-61,42
5237,-73,-71,-73,-71,-80,-61,42
5238,-74,-70,-72,-70,-80,-61,42
5239,-85,-72,-74,-70,-80,-61,42
5240,-71,-70,-72,-70,-83,-61,42
5241,-72,-70,-73,-71,-80,-60,42
5242,-73,-68,-72,-70,-81,-60,42
5243,-75,-72,-73,-70,-80,-61,42
5244,-76,-71,-72,-70,-81,-60,42
5245,-72,-70,-73,-69,-81,-61,42
5246,-72,-71,-72,-71,-82,-61,42
5247,-71,-71,-74,-70,-82,-61,42
5248,-70,-69,-73,-70,-84,-61,42
5249,-80,-69,-66,-70,-79,-60,42
5250,-72,-70,-74,-70,-82,-61,42
5251,-72,-70,-73,-70,-81,-61,42
5252,-71,-70,-73,-70,-81,-60,42
5253,-73,-69,-72,-70,-82,-61,42
5254,-71,-70,-72,-70,-80,-61,42
5255,-75,-69,-72,-70,-80,-61,42
5256,-74,-72,-73,-70,-80,-61,42
5257,-74,-71,-73,-70,-81,-61,42
5258,-71,-70,-72,-71,-80,-58,42
5259,-71,-70,-72,-71,-80,-61,42
5260,-72,-69,-72,-70,-81,-60,42
5261,-73,-70,-73,-70,-81,-61,42
5262,-72,-71,-72,-70,-80,-61,42
5263,-71,-70,-74,-70,-81,-61,42
5264,-72,-71,-73,-70,-80,-61,42
5265,-73,-71,-73,-71,-81,-61,42
5266,-74,-71,-73,-70,-79,-61,42
5267,-71,-70,-73,-71,-81,-60,42
5268,-71,-71,-66,-67,-79,-59,42
5269,-73,-71,-73,-70,-81,-60,42
5270,-72,-70,-74,-70,-82,-61,42
5271,-71,-70,-72,-71,-82,-60,42
5272,-76,-72,-75,-73,-95,-60,42
5273,-69,-78,-80,-70,-88,-62,42
5274,-69,-78,-79,-70,-89,-61,42
5275,-68,-77,-77,-69,-82,-62,42
5276,-68,-76,-79,-69,-83,-62,42
5277,-71,-80,-74,-71,-86,-67,42
5278,-70,-78,-72,-71,-82,-62,42
5279,-68,-76,-76,-67,-86,-62,42
5280,-69,-75,-79,-71,-80,-58,42
5281,-67,-78,-67,-70,-91,-58,42
5282,-68,-76,-79,-70,-86,-62,42
5283,-67,-78,-80,-69,-85,-63,42
5284,-68,-76,-79,-69,-85,-62,42
5285,-66,-76,-67,-69,-83,-63,42
5286,-69,-74,-80,-70,-85,-62,42
5287,-69,-75,-78,-69,-88,-62,42
5288,-69,-74,-79,-69,-85,-62,42
5289,-69,-73,-80,-70,-85,-62,42
5290,-70,-74,-87,-71,-86,-61,42
5291,-69,-70,-87,-68,-84,-61,42
5292,-69,-73,-84,-70,-83,-61,42
5293,-70,-73,-81,-70,-85,-61,42
5294,-70,-73,-80,-70,-85,-61,42
5295,-70,-74,-83,-70,-84,-61,42
5296,-71,-72,-80,-71,-81,-61,42
5297,-72,-72,-82,-69,-79,-59,42
5298,-72,-72,-87,-70,-80,-61,42
5299,-70,-73,-87,-70,-82,-61,42
5300,-71,-72,-68,-71,-81,-61,42
5301,-70,-72,-90,-70,-81,-61,42
5302,-69,-73,-90,-70,-82,-61,42
5303,-70,-73,-90,-70,-82,-61,42
5304,-69,-74,-89,-70,-84,-61,42
5305,-71,-73,-83,-70,-83,-61,42
5306,-70,-72,-83,-70,-81,-61,42
5307,-70,-72,-82,-70,-82,-60,42
5308,-70,-73,-83,-70,-82,-61,42
5309,-69,-72,-86,-70,-83,-61,42
5310,-68,-73,-69,-69,-81,-61,42
5311,-68,-74,-93,-70,-86,-61,42
5312,-69,-75,-88,-70,-84,-61,42
5313,-70,-73,-82,-70,-85,-61,42
5314,-70,-73,-80,-70,-86,-61,42
5315,-71,-73,-78,-70,-83,-61,42
5316,-71,-73,-79,-70,-80,-61,42
5317,-68,-71,-68,-69,-78,-58,42
5318,-69,-74,-68,-68,-86,-59,42
5319,-68,-74,-84,-70,-83,-61,42
5320,-68,-76,-93,-70,-83,-62,42
5321,-69,-74,-90,-70,-81,-62,42
5322,-69,-74,-84,-69,-83,-62,42
5323,-69,-75,-85,-70,-83,-62,42
5324,-69,-72,-82,-70,-88,-61,42
5325,-69,-75,-81,-70,-94,-61,42
5326,-69,-72,-68,-70,-80,-59,42
5327,-69,-73,-84,-70,-82,-61,42
5328,-69,-74,-85,-70,-83,-61,42
5329,-69,-73,-84,-70,-80,-61,42
5330,-71,-71,-81,-70,-81,-61,42
5331,-69,-75,-91,-70,-87,-62,42
5332,-69,-76,-83,-70,-88,-62,42
5333,-68,-74,-89,-70,-87,-62,42
5334,-68,-72,-89,-70,-83,-61,42
5335,-68,-73,-95,-67,-81,-61,42
5336,-69,-72,-88,-71,-81,-62,42
5337,-70,-73,-85,-70,-83,-61,42
5338,-70,-75,-84,-70,-88,-61,42
5339,-70,-73,-85,-70,-83,-61,42
5340,-69,-74,-86,-70,-82,-61,42
5341,-69,-73,-86,-70,-84,-61,42
5342,-68,-73,-90,-70,-83,-61,42
5343,-68,-73,-93,-70,-82,-62,42
5344,-69,-70,-69,-70,-79,-61,42
5345,-68,-73,-68,-67,-79,-61,42
5346,-68,-72,-95,-70,-80,-61,42
5347,-68,-72,-68,-70,-81,-61,42
5348,-68,-72,-86,-69,-81,-61,42
5349,-67,-71,-87,-70,-81,-60,42
5350,-67,-71,-67,-70,-79,-62,42
5351,-68,-72,-96,-70,-80,-61,42
5352,-69,-72,-86,-70,-82,-61,42
5353,-69,-69,-87,-70,-76,-59,42
5354,-68,-71,-94,-70,-80,-61,42
5355,-70,-72,-79,-70,-82,-61,42
5356,-71,-72,-77,-70,-81,-61,42
5357,-68,-74,-78,-69,-83,-62,42
5358,-69,-73,-78,-69,-84,-61,42
5359,-68,-75,-83,-69,-83,-62,42
5360,-68,-72,-80,-69,-83,-61,42
5361,-69,-72,-77,-70,-84,-61,42
5362,-67,-73,-80,-69,-83,-62,42
5363,-69,-72,-79,-70,-82,-59,42
5364,-68,-73,-79,-69,-81,-60,42
5365,-68,-73,-79,-69,-82,-62,42
5366,-67,-73,-79,-69,-82,-61,42
5367,-68,-72,-80,-69,-82,-61,42
5368,-68,-73,-80,-69,-80,-61,42
5369,-69,-72,-80,-70,-79,-61,42
5370,-69,-73,-79,-69,-81,-62,42
5371,-69,-72,-80,-70,-81,-61,42
5372,-68,-73,-82,-70,-81,-61,42
5373,-69,-72,-80,-70,-80,-61,42
5374,-69,-72,-81,-67,-80,-61,42
5375,-68,-72,-84,-70,-81,-61,42
5376,-68,-72,-86,-70,-79,-61,42
5377,-68,-73,-85,-69,-80,-62,42
5378,-68,-71,-85,-69,-80,-61,42
5379,-68,-71,-87,-70,-79,-61,42
5380,-69,-72,-86,-70,-79,-61,42
5381,-68,-71,-83,-69,-79,-62,42
5382,-68,-70,-83,-70,-81,-62,42
5383,-68,-72,-81,-70,-81,-61,42
5384,-70,-73,-79,-69,-80,-61,42
5385,-69,-71,-77,-69,-80,-62,42
5386,-70,-71,-82,-70,-80,-61,42
5387,-70,-72,-79,-69,-79,-61,42
5388,-69,-71,-82,-68,-81,-59,42
5389,-68,-71,-83,-70,-80,-61,42
5390,-69,-71,-82,-70,-80,-61,42
5391,-70,-71,-80,-69,-80,-62,42
5392,-70,-71,-80,-70,-79,-61,42
5393,-69,-71,-81,-70,-79,-61,42
5394,-67,-70,-67,-69,-77,-58,42
5395,-68,-72,-83,-69,-81,-61,42
5396,-68,-72,-80,-69,-83,-61,42
5397,-67,-73,-81,-69,-83,-61,42
5398,-68,-73,-81,-69,-81,-59,42
5399,-69,-71,-78,-69,-80,-61,42
5400,-72,-71,-66,-68,-77,-58,42
5401,-68,-72,-80,-69,-83,-61,42
5402,-69,-73,-78,-69,-84,-61,42
5403,-67,-73,-67,-69,-82,-62,42
5404,-68,-72,-83,-70,-80,-61,42
5405,-68,-72,-82,-70,-79,-61,42
5406,-67,-73,-81,-70,-81,-59,42
5407,-68,-73,-82,-69,-83,-61,42
5408,-68,-73,-80,-69,-83,-62,42
5409,-67,-72,-88,-69,-81,-61,42
5410,-68,-72,-84,-69,-79,-61,42
5411,-67,-73,-85,-69,-82,-62,42
5412,-68,-72,-82,-69,-83,-61,42
5413,-67,-72,-83,-69,-82,-61,42
5414,-69,-72,-79,-70,-80,-61,42
5415,-68,-71,-66,-70,-80,-61,42
5416,-68,-71,-87,-70,-80,-58,42
5417,-68,-71,-87,-69,-75,-61,42
5418,-68,-71,-85,-70,-81,-61,42
5419,-67,-73,-67,-69,-80,-62,42
5420,-68,-74,-81,-69,-83,-61,42
5421,-69,-73,-79,-70,-81,-61,42
5422,-70,-72,-80,-70,-79,-61,42
5423,-69,-72,-80,-70,-81,-61,42
5424,-68,-73,-79,-69,-83,-61,42
5425,-67,-73,-85,-69,-82,-61,42
5426,-70,-72,-82,-70,-78,-61,42
5427,-69,-73,-80,-67,-80,-61,42
5428,-68,-72,-87,-67,-80,-61,42
5429,-68,-72,-84,-69,-79,-61,42
5430,-69,-72,-88,-70,-79,-61,42
5431,-69,-72,-83,-70,-79,-61,42
5432,-70,-72,-81,-67,-78,-61,42
5433,-69,-71,-83,-69,-82,-61,42
5434,-68,-72,-83,-70,-83,-61,42
5435,-70,-68,-85,-67,-81,-61,42
5436,-68,-72,-88,-68,-79,-61,42
5437,-72,-71,-80,-70,-78,-61,42
5438,-69,-71,-85,-70,-80,-61,42
5439,-71,-71,-66,-67,-80,-61,42
5440,-69,-71,-86,-70,-81,-61,42
5441,-67,-71,-88,-70,-80,-61,42
5442,-69,-71,-83,-70,-80,-61,42
5443,-71,-72,-79,-69,-81,-61,42
5444,-69,-72,-83,-70,-81,-61,42
5445,-69,-72,-86,-70,-79,-61,42
5446,-71,-72,-80,-70,-79,-62,42
5447,-71,-72,-83,-70,-82,-61,42
5448,-70,-72,-82,-70,-80,-61,42
5449,-70,-72,-81,-70,-80,-61,42
5450,-70,-73,-86,-70,-79,-61,42
5451,-70,-71,-79,-70,-82,-61,42
5452,-71,-72,-79,-70,-80,-62,42
5453,-70,-72,-79,-70,-80,-61,42
5454,-70,-72,-83,-70,-79,-61,42
5455,-69,-72,-83,-69,-80,-61,42
5456,-68,-71,-84,-70,-82,-61,42
5457,-69,-72,-80,-69,-82,-61,42
5458,-72,-73,-76,-69,-80,-61,42
5459,-70,-72,-80,-69,-79,-61,42
5460,-71,-73,-63,-69,-77,-61,42
5461,-70,-72,-78,-70,-80,-61,42
5462,-69,-72,-80,-70,-79,-61,42
5463,-69,-71,-82,-69,-81,-62,42
5464,-69,-73,-82,-69,-81,-61,42
5465,-69,-72,-81,-69,-80,-61,42
5466,-71,-71,-78,-70,-79,-61,42
5467,-70,-72,-79,-69,-78,-62,42
5468,-68,-72,-88,-70,-81,-61,42
5469,-69,-70,-81,-69,-82,-61,42
5470,-69,-72,-81,-69,-80,-62,42
5471,-69,-72,-80,-70,-82,-61,42
5472,-70,-73,-78,-70,-81,-61,42
5473,-70,-70,-77,-69,-81,-62,42
5474,-71,-72,-77,-70,-79,-61,42
5475,-69,-72,-76,-70,-83,-61,42
5476,-67,-71,-77,-69,-82,-61,42
5477,-70,-73,-76,-69,-79,-62,42
5478,-69,-72,-75,-69,-81,-61,42
5479,-70,-71,-77,-69,-82,-61,42
5480,-69,-73,-76,-68,-77,-61,42
5481,-69,-72,-76,-69,-81,-61,42
5482,-70,-73,-77,-69,-81,-61,42
5483,-69,-73,-78,-70,-79,-60,42
5484,-68,-71,-81,-70,-79,-61,42
5485,-68,-73,-78,-67,-82,-62,42
5486,-69,-73,-84,-70,-79,-61,42
5487,-66,-71,-77,-69,-80,-62,42
5488,-68,-71,-79,-69,-81,-61,42
5489,-68,-74,-81,-69,-81,-61,42
5490,-68,-71,-82,-69,-75,-62,42
5491,-69,-71,-81,-70,-80,-61,42
5492,-69,-72,-79,-70,-81,-61,42
5493,-68,-72,-79,-70,-81,-62,42
5494,-69,-71,-82,-70,-77,-61,42
5495,-70,-72,-66,-69,-77,-61,42
5496,-69,-71,-78,-69,-81,-61,42
5497,-69,-72,-79,-69,-81,-61,42
5498,-68,-71,-80,-69,-82,-61,42
